intent,utterance
5,where do I get a refund?
2,i wanna know what the email address of the Customer Support is
1,"i need a user account, can i create one?"
6,"I don't understand you, can you contact someone?"
9,I ordered something and I want to change my order
4,could you tell me how I can check my order?
9,i bought slmething and I want to change my order
0,"can u ask an agent if i could notify a problem with my payment, please?"
3,"I want to get some invoices, tell me how to do it"
4,"please, could u ask an agent how I could check my shipments?"
8,"my user account's been hacked, how do i get it back?"
0,I want to report a problem paying
11,I need help making a consumer complaint
10,i need help closing my user account
7,"can u ask an agent how i could see my bills, please?"
5,"I'd like a reimbursement, can I obtain one?"
6,i cant understand you and i wanna contact someone
11,"i dont like the service, how do i submit a complaint?"
0,"i got an error when i tried to pay, but i was charged anyway, how do i inform of it?"
6,"i dont understand you, can i talk to a person, please?"
10,"I don't want my profile, how do I remove it?"
6,"I can't understand you, talk to a human"
7,how do I check my invoice?
11,"I'm not happy with the service, lodge a consumer complaint"
3,i want information about seeing some bills
6,"I don't understand you, can I speak with a human agent?"
1,can I create more than one profile with the same email?
3,what can you tell me about obtaining a bill?
10,"please, ask an agent how to delete my profile"
1,can you tell me if i can register more than one account with the same email address?
4,I want to know how to check my packages
6,i wanna know if theree is any human available
1,can you tell me if I can register more than one profile with the same email address?
10,"I changed my mind, cancel my online accountg"
7,"i want to view my invoices, what can i do?"
2,contact Client Service
8,"my user account has been hacked, what do i have to do?"
1,can i create two profiles with the same email?
4,"I want to track my orders, can you tell me where to do it?"
0,I need help reporting an issue making a payment
9,"I ordered a product, what should I do to change my purchase?"
2,I want to see the hours of Customer Support
6,how do I contact a person?
5,"the concert was postponed , how can I obtain a reimbursement?"
6,"you aren't helping, what do I have to do to talk to someone?"
2,help me speak with Customer Service
1,I want to know if I can create more than one online account with the same email
3,I want to download some bills
2,"i have a question, what can i do to contact customer service?"
3,where do I download a bill?
4,"I want to track my order, what do I have to do?"
3,"I want to download a bill, can you tell me how to do it?"
12,"I'm happy with the service, can I submit a comment?"
8,"please, could you ask an agent how to reset my account password?"
10,"I changed my mind, how do I cancel my account?"
9,"I purchased a product, help me modify my order"
3,get an invoice
7,"I didn't receive my invoices, what can I do to see them?"
10,I changed my mind and I want to cancel my profile
4,"please, ask an agent how I could know where my order is"
3,what information can you tell me about requesting some invoices?
1,"please, can you tell me if i can register several fucking accounts with the same email address?"
4,tell me how I can track my shipment
9,"I ordered a product, what do I have to do to change my purchase?"
7,"I lost my invoices, can I view them?"
5,"the concert was postponed, can I request a reimbursement?"
7,"I want to see my bill, what should I do?"
13,how to check your reimbursemen policy
2,"can you show me the fucking mail address of Customer Support, please?"
10,"I changed my mind, what do I have to do to close my online account?"
3,"do you mind asking an agent where I can see a fucking invoice, please?"
9,I need information about changing my order
1,"i have no fucking user account, what should i do to create one ?"
5,"can you ask an agent if I could get a reimbursement, please?"
6,how to contact someone
13,"can you ask an agent if I could view their refund policy, please?"
11,"I'm not happy with the service, I need help making a consumer complaint"
2,"i need information, how do i contact customer service?"
13,"could you ask an agent to check their money back policy, please?"
1,i wanna know if i can register several profiles with a single email
12,"Iwant to submit a review, what do I have to do?"
0,"I have an issue paying for my order, can you help me?"
3,ask an agent how I can download some bills
5,the game was cancelled and i wanna request a refund
10,"I changed my mind, what do I have to do to cancel my profile?"
3,I want to know something about seeing a bill
4,"I want to see the status of my purchase, what can I do?"
10,help me close my online account
7,"I lost my bill, can you view it?"
11,"I don't like the service, what should I do to file a consumer complaint?"
11,where do I make a consumer complaint for a service?
1,i want to know if i can register more than one profile with the same email address
10,how do I cancel my profile?
9,I ordered a product and I want to change my order
